"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"48511MK","NY","COM","8841040520","03/08/2021","10:58A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","5","30","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVEJOUkZWNVRVRTlQUT09&locationName=_____________________)"
"FWT8607","NY","PAS","8995161383","06/07/2021","02:38P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpOVkUwMFRYYzlQUT09&locationName=_____________________)"
"KMM5697","NY","PAS","8972445162","02/24/2022","08:41A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","063","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFVVEJPVkVVeVRXYzlQUT09&locationName=_____________________)"
"IGFF45","FL","PAS","9064421365","07/03/2023","05:01P","FAIL TO DSPLY MUNI METER RECPT","10/19/2023","35","60","0.33","0.33","95","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOVkUweVRsRTlQUT09&locationName=_____________________)"
"777CBR","LA","PAS","4842468853","05/22/2023","08:27A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQUkdjeFRYYzlQUT09&locationName=_____________________)"
"CX39391","IL","PAS","8972838688","02/24/2022","08:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFaM3BQUkZrMFQwRTlQUT09&locationName=_____________________)"
"Y285VU","NY","PAS","8972838743","02/24/2022","09:05A","FIRE HYDRANT",,"115","0","0","0","115","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFaM3BQUkdNd1RYYzlQUT09&locationName=_____________________)"
"HNP4932","NY","PAS","9113643952","03/13/2024","11:55A","NO STANDING-DAY/TIME LIMITS",,"115","10","0","10","115","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFMTZXVEJOZW1zeFRXYzlQUT09&locationName=_____________________)"
"FSM5148","NY","999","8634443050","04/21/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNUVVVEJOZWtFeFRVRTlQUT09&locationName=_____________________)"
"HUT7736","NY","PAS","5102996447","07/19/2018","05:20P","FAILURE TO STOP AT RED LIGHT","11/15/2018","50","25","21.58","0.5","96.08","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMXFhelZPYWxFd1RuYzlQUT09&locationName=_____________________)"
"KHD8581","NY","PAS","4811225053","11/07/2022","09:22P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkVFeFRYYzlQUT09&locationName=_____________________)"
"GRP5802","NY","PAS","8841040907","03/09/2021","12:12P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVEJOUkd0M1RuYzlQUT09&locationName=_____________________)"
"93BD90","NY","LMB","8823978750","04/18/2022","06:55A","WRONG WAY",,"65","10","0","10","65","0","001","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhek5QUkdNeFRVRTlQUT09&locationName=_____________________)"
"24236NA","NY","COM","8823978956","04/18/2022","09:31A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","001","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhek5QUkdzeFRtYzlQUT09&locationName=_____________________)"
"KUY5364","NY","PAS","9064421419","07/03/2023","05:39P","EXPIRED MUNI METER",,"35","0","0","0","35","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOVkZGNFQxRTlQUT09&locationName=_____________________)"
"GEU7947","NY","PAS","8584693180","10/19/2022","09:47A","NO STANDING-BUS STOP",,"115","0","0","0","115","0","100","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVFZOZWtVMFRVRTlQUT09&locationName=_____________________)"
"39293MJ","NY","COM","8584749159","08/03/2022","11:28A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","014","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZekJQVkVVeFQxRTlQUT09&locationName=_____________________)"
"KWR5362","NY","PAS","4811225119","11/07/2022","09:24P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkVWNFQxRTlQUT09&locationName=_____________________)"
"HUH2685","NY","PAS","4842468956","05/22/2023","08:28A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQUkdzeFRtYzlQUT09&locationName=_____________________)"
"HZE2579","NY","PAS","9072418992","08/22/2023","01:11P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","081","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wMXFVWGhQUkdzMVRXYzlQUT09&locationName=_____________________)"
"FTT4454","NY","PAS","8841093997","03/03/2021","08:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOZW1zMVRuYzlQUT09&locationName=_____________________)"
"Y285VU","NY","PAS","8972838755","02/24/2022","09:05A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFaM3BQUkdNeFRsRTlQUT09&locationName=_____________________)"
"86189","NY","MED","8973029290","02/24/2022","11:04A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZRWGxQVkVrMVRVRTlQUT09&locationName=_____________________)"
"KRH1495","NY","PAS","4842468919","05/22/2023","08:28A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQUkd0NFQxRTlQUT09&locationName=_____________________)"
"JBB4897","NY","PAS","8973992480","02/24/2022","08:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","072","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZhelZOYWxFMFRVRTlQUT09&locationName=_____________________)"
"KGA8449","NY","PAS","8974294448","02/24/2022","10:10A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","068","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVTVFZPUkZFd1QwRTlQUT09&locationName=_____________________)"
"ACH535","MI","PAS","8995161905","06/10/2021","11:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpOVkd0M1RsRTlQUT09&locationName=_____________________)"
"JNK4024","NY","PAS","8994572193","08/12/2021","04:15P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5OYWtVMVRYYzlQUT09&locationName=_____________________)"
"JMK6333","NY","PAS","8767127277","01/04/2020","08:18A","INSP. STICKER-EXPIRED/MISSING",,"65","30","0","0","95","0","047","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rNTZSWGxPZWtrelRuYzlQUT09&locationName=_____________________)"
"12253PD","PA","PAS","8823979493","04/21/2022","08:30A","NO PARKING-DAY/TIME LIMITS",,"65","30","0","0","95","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhek5QVkZFMVRYYzlQUT09&locationName=_____________________)"
"H21NKL","NJ","PAS","4842468993","05/22/2023","08:29A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQUkdzMVRYYzlQUT09&locationName=_____________________)"
"56437CL","MD","PAS","9085879590","11/02/2023","09:42A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaek5QVkZVMVRVRTlQUT09&locationName=_____________________)"
"BA73155","CT","999","8567835471","11/13/2022","07:41A","NO STANDING-DAY/TIME LIMITS","04/13/2023","115","60","1.12","0.04","176.08","0","047","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNTZaM3BPVkZFelRWRTlQUT09&locationName=_____________________)"
"JMK3563","NY","PAS","8567834879","11/11/2022","07:19A","FRONT OR BACK PLATE MISSING","03/02/2023","65","60","2.6","0","127.6","0","040","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNTZaM3BPUkdjelQxRTlQUT09&locationName=_____________________)"
"KPV7293","NY","PAS","8584776709","06/02/2022","09:47A","NO PARKING-STREET CLEANING","09/22/2022","65","60","1.5","0","126.5","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZek5PYW1OM1QxRTlQUT09&locationName=_____________________)"
"HLA5998","NY","PAS","8584778779","07/01/2022","09:28A","INSP. STICKER-EXPIRED/MISSING","10/20/2022","65","60","0.59","0.09","125.5","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZek5QUkdNelQxRTlQUT09&locationName=_____________________)"
"LBK1244","NY","PAS","4842469006","05/22/2023","08:30A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVGM1RtYzlQUT09&locationName=_____________________)"
"GNS9301","NY","PAS","8584779139","07/02/2022","05:03P","NO STANDING-EXC. TRUCK LOADING","10/20/2022","95","60","0.59","0","155.59","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZek5QVkVWNlQxRTlQUT09&locationName=_____________________)"
"GEH2249","NY","PAS","8584792880","08/18/2022","11:54A","NO PARKING-STREET CLEANING",,"65","30","0","0","95","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZelZOYW1jMFRVRTlQUT09&locationName=_____________________)"
"JEL7381","NY","PAS","9002456219","07/22/2022","07:45A","DOUBLE PARKING",,"115","10","0","0","125","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEZPYWtsNFQxRTlQUT09&locationName=_____________________)"
"38394MH","NY","COM","8841094138","03/03/2021","10:21A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","5","30","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZPUkVWNlQwRTlQUT09&locationName=_____________________)"
"ACG5152","NY","PAS","8678993273","07/12/2019","02:11P","NO STANDING-BUS STOP","10/31/2019","115","60","7.33","0.1","182.23","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wOUVhelZOZWtrelRYYzlQUT09&locationName=_____________________)"
"KHA1714","NY","PAS","8991937597","10/25/2021","05:13P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","079","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVhM3BPZWxVMVRuYzlQUT09&locationName=_____________________)"
"HRZ2841","NY","PAS","8841094564","03/04/2021","04:14P","EXPIRED MUNI METER",,"35","0","0","0","35","0","110","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZPUkZVeVRrRTlQUT09&locationName=_____________________)"
"GVY8316","NY","PAS","8841094540","03/04/2021","04:07P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","115","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZPUkZVd1RVRTlQUT09&locationName=_____________________)"
"CSF7388","NY","PAS","8864075781","12/07/2021","03:29P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVE5PVkdNMFRWRTlQUT09&locationName=_____________________)"
"KKF6422","NY","PAS","8957967011","04/21/2021","06:21A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","050","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhekpPZWtGNFRWRTlQUT09&locationName=_____________________)"
"KEV8674","NY","PAS","9005774952","09/09/2022","00:15A","NO STANDING-DAY/TIME LIMITS","12/29/2022","115","60","1.51","0.22","176.29","0","047","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNVVZek5PUkdzeFRXYzlQUT09&locationName=_____________________)"
"KLX7584","NY","PAS","8584836603","07/16/2022","11:22A","INSP. STICKER-EXPIRED/MISSING","11/03/2022","65","60","0.15","0.03","125.12","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaM3BPYWxsM1RYYzlQUT09&locationName=_____________________)"
"T521409C","NY","OMT","4842469031","05/22/2023","08:31A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVGNlRWRTlQUT09&locationName=_____________________)"
"88583MA","NY","COM","4842469092","05/22/2023","08:32A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","1.01","0.06","75.95","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVFMVRXYzlQUT09&locationName=_____________________)"
"CLWZ459","ON","PAS","9005774940","09/09/2022","00:13A","SAFETY ZONE","04/13/2023","115","60","0.57","0.08","175.49","0","047","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNVVZek5PUkdzd1RVRTlQUT09&locationName=_____________________)"
"KLM6606","NY","PAS","8974294497","02/24/2022","10:30A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","068","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVTVFZPUkZFMVRuYzlQUT09&locationName=_____________________)"
"KYV9246","NY","PAS","4811225120","11/07/2022","09:25P","PHTO SCHOOL ZN SPEED VIOLATION","02/02/2023","50","25","0.04","0.01","75.03","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkVWNVRVRTlQUT09&locationName=_____________________)"
"KTK8878","NY","PAS","4842469109","05/22/2023","08:32A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","0.06","0.02","75.04","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVWM1QxRTlQUT09&locationName=_____________________)"
"LBB8979","NY","PAS","9072419017","08/22/2023","01:13P","NO PARKING-STREET CLEANING",,"65","30","0","20","75","0","081","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wMXFVWGhQVkVGNFRuYzlQUT09&locationName=_____________________)"
"FPS1235","NY","PAS","8974489703","02/24/2022","12:06P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVVVFJQVkdOM1RYYzlQUT09&locationName=_____________________)"
"GNG4396","NY","PAS","8841094667","03/05/2021","08:41A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZPUkZreVRuYzlQUT09&locationName=_____________________)"
"GCZY24","FL","PAS","8974638563","02/24/2022","11:41A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","076","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVXWHBQUkZVeVRYYzlQUT09&locationName=_____________________)"
"TTBB","VA","PAS","9105541190","01/25/2024","06:04A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmQwNVVWVEJOVkVVMVRVRTlQUT09&locationName=_____________________)"
"JHS8817","NY","PAS","8991937690","10/26/2021","10:03A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","088","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVhM3BPZWxrMVRVRTlQUT09&locationName=_____________________)"
"PC60060","DE","PAS","8634638741","07/06/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNUVXWHBQUkdNd1RWRTlQUT09&locationName=_____________________)"
"JFX7207","NY","PAS","8841094898","03/05/2021","11:31A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZPUkdjMVQwRTlQUT09&locationName=_____________________)"
"KXN6858","NY","PAS","9021773867","12/09/2022","06:10P","NO STANDING-DAY/TIME LIMITS",,"115","30","0","0","145","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZek5OZW1jeVRuYzlQUT09&locationName=_____________________)"
"KDA4424","NY","PAS","8850379730","06/10/2021","06:37A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVE5QVkdONlRVRTlQUT09&locationName=_____________________)"
"2206PRA","MN","PAS","8634643130","07/23/2018","09:41A","PLTFRM LFTS LWRD POS COMM VEH",,"65","10","0","0","75","0","019","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNUVXVEJOZWtWNlRVRTlQUT09&locationName=_____________________)"
"AGB8062","NY","PAS","4842469201","05/22/2023","08:34A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVsM1RWRTlQUT09&locationName=_____________________)"
"JKW7973","NY","PAS","4842469171","05/22/2023","08:33A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","0.08","0.04","75.04","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkVVelRWRTlQUT09&locationName=_____________________)"
"GRA4264","NY","PAS","5103021882","07/22/2018","01:30P","FAILURE TO STOP AT RED LIGHT","11/15/2018","50","25","23.96","0.08","98.88","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZRWGxOVkdjMFRXYzlQUT09&locationName=_____________________)"
"GCP5959","NY","PAS","8974743814","02/23/2022","01:01P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVZekJOZW1kNFRrRTlQUT09&locationName=_____________________)"
"EWC7651","NY","PAS","8974743978","02/24/2022","11:55A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","068","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVZekJOZW1zelQwRTlQUT09&locationName=_____________________)"
"HVF2520","NY","PAS","8975244921","02/23/2022","11:42A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVTVEJPUkd0NVRWRTlQUT09&locationName=_____________________)"
"KRP1629","NY","PAS","8975245524","02/24/2022","09:13A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVTVEJPVkZWNVRrRTlQUT09&locationName=_____________________)"
"KLH9589","NY","PAS","9064421468","07/05/2023","04:29P","REG. STICKER-EXPIRED/MISSING","10/19/2023","65","60","0.18","0.12","125.06","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOVkZFeVQwRTlQUT09&locationName=_____________________)"
"74554ME","NY","COM","8975476960","02/23/2022","01:26P","FRONT OR BACK PLATE MISSING",,"65","0","0","65","0","0","062","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVVVE5PYW1zeVRVRTlQUT09&locationName=_____________________)"
